Entry	Entry name	Gene names
P18496	ATP10_YEAST	ATP10 YLR393W L8084.8
Q12359	ATO3_YEAST	ATO3 YDR384C D9481.20 D9509.4
P17891	CLC1_YEAST	CLC1 YGR167W
C7GP13	BLI1_YEAS2	BLI1 C1Q_02019
P38832	ANS1_YEAST	ANS1 YHR126C
Q07786	DHSO2_YEAST	SOR2 YDL246C
Q02883	FMP30_YEAST	FMP30 YPL103C
A6ZP47	DED1_YEAS7	DED1 SCY_5262
P37292	GLYM_YEAST	SHM1 SHMT1 YBR263W YBR1732
P38137	FAT2_YEAST	PCS60 FAT2 YBR222C YBR1512
P33317	DUT_YEAST	DUT1 YBR252W YBR1705
P36033	FRE2_YEAST	FRE2 YKL220C
P38731	ARN1_YEAST	ARN1 YHL040C
O13558	BSC3_YEAST	BSC3 YLR465C
P00427	COX6_YEAST	COX6 YHR051W
Q08004	BUD20_YEAST	BUD20 YLR074C
P53332	COAD_YEAST	CAB4 YGR277C
P00330	ADH1_YEAST	ADH1 ADC1 YOL086C O0947
B5VQ50	AEP2_YEAS6	AEP2 ATP13 AWRI1631_134210
Q7LHD1	CCW22_YEAST	CCW22 YDR134C YD9302.09C/YD9302.10C
C8ZHZ1	CRS5_YEAS8	CRS5 EC1118_1O4_2256g
A6ZMC1	ARGJ_YEAS7	ARG7 SCY_4233
P40986	CDC1_YEAST	CDC1 DSR1 ESP2 YDR182W YD9395.16
P04821	CDC25_YEAST	CDC25 CTN1 YLR310C L2142.6
P38090	AGP2_YEAST	AGP2 YBR132C YBR1007
P81451	ATP19_YEAST	ATP19 YOL077W-A YOL078BW
Q3E7A9	CMC4_YEAST	CMC4 YMR194C-B
B3LM82	CMC4_YEAS1	CMC4 SCRG_02088
C7GRF7	CMC4_YEAS2	CMC4 C1Q_02861
P53933	APP1_YEAST	APP1 YNL094W N2219
C8ZCB1	BLI1_YEAS8	BLI1 EC1118_1K5_1849g
Q07560	CRD1_YEAST	CRD1 CLS1 YDL142C
Q05029	BCH1_YEAST	BCH1 YMR237W YM9959.19
P29760	AMYI_YEASX	STA2 DEX1
P36152	DRE2_YEAST	DRE2 YKR071C
P40087	DDI1_YEAST	DDI1 VSM1 YER143W
P32771	FADH_YEAST	SFA1 SFA YDL168W
B5VN01	EFGM_YEAS6	MEF1 AWRI1631_121130
P40546	FAF1_YEAST	FAF1 YIL019W
P53917	FAR11_YEAST	FAR11 YNL127W N1221 N1875
Q06001	FAR10_YEAST	FAR10 YLR238W
P40566	EGH1_YEAST	EGH1 YIR007W YIB7W
B3LJR0	FOLE_YEAS1	MET7 SCRG_01625
P32916	SRPR_YEAST	SRP101 YDR292C D9819.3
P40113	RTM1_YEASX	RTM1
P53599	SSK2_YEAST	SSK2 YNR031C N3276
P22470	SAN1_YEAST	SAN1 YDR143C YD2943.02C
P46654	RSSA2_YEAST	RPS0B NAB1B NAB4 YST2 YLR048W L2118
P11075	SEC7_YEAST	SEC7 YDR170C YD9395.01C YD9489.05C
P32844	SEC6_YEAST	SEC6 YIL068C
Q04007	SND1_YEAST	SND1 YDR186C
P40496	RT25_YEAST	RSM25 YIL093C
P38968	SEC31_YEAST	SEC31 WEB1 YDL195W D1229
P38985	SRP14_YEAST	SRP14 YDL092W D2404
P36048	SN114_YEAST	SNU114 GIN10 YKL173W YKL637
P53044	UFD1_YEAST	UFD1 PIP3 YGR048W
Q03897	WDR59_YEAST	MTC5 SEA3 YDR128W
P12688	YPK1_YEAST	YPK1 SLI2 YKL126W
Q12303	YPS3_YEAST	YPS3 YLR121C L2964 L9233.10
Q6B0W0	YPR39_YEAST	YPR039W
P53057	YPS5_YEAST	YPS5 YGL259W NRA165
P51996	YPT32_YEAST	YPT32 YPT11 YGL210W
Q3E782	YM247_YEAST	YMR247W-A
Q6B0Y5	YM046_YEAST	YMR046W-A
Q03231	YM46_YEAST	YMR181C YM8010.11C
Q03207	YMM2_YEAST	YML122C YM7056.04C
P32610	VATD_YEAST	VMA8 YEL051W SYGP-ORF11
E7KEM9	YRA2_YEASA	YRA2 AWRI796_2769
P42840	YN60_YEAST	YNL320W N0342
P53750	YN93_YEAST	YNR064C N3535
P23968	VATO_YEAST	VMA16 PPA1 YHR026W
A6ZRW8	YNL5_YEAS7	SCY_4679
Q08411	YO041_YEAST	YOR041C O2760
P0C5R6	YP074_YEAST	YPR074W-A
P31111	ZIP1_YEAST	ZIP1 YDR285W D9819.9
Q12042	YP162_YEAST	YPL162C
Q99401	YP238_YEAST	YPL238C P1051
Q03308	VPS16_YEAST	VPS16 VAM9 VPT16 YPL045W
O13549	VPS63_YEAST	VPS63 YLR261C
Q03944	VPS64_YEAST	VPS64 FAR9 YDR200C YD9346.10C
Q06385	VPS74_YEAST	VPS74 YDR372C D9481.15
P38688	SRP72_YEAST	SRP72 YPL210C
C7GV13	RTC1_YEAS2	RTC1 C1Q_04279
P38163	SRO77_YEAST	SRO77 SNI2 SOP2 YBL106C YBL0806
P18480	SNF5_YEAST	SNF5 SWI10 TYE4 YBR289W YBR2036
Q07381	TSR1_YEAST	TSR1 YDL060W
P0CX37	RS6A_YEAST	RPS6A RPS101 RPS10B YPL090C LPG18C
A6ZNW6	RTC5_YEAS7	RTC5 SCY_5184
Q12443	RTN2_YEAST	RTN2 YDL204W D1062
P38116	ARL1_YEAST	ARL1 ARF3 YBR164C YBR1216
P36064	COXM1_YEAST	CMC1 YKL137W
P25300	BUD5_YEAST	BUD5 YCR038C YCR38C YCR526
P47818	CCC1_YEAST	CCC1 YLR220W L8083.6
P26449	BUB3_YEAST	BUB3 YOR026W OR26.16
Q04347	BUD22_YEAST	BUD22 YMR014W YM9711.01
Q2V2Q1	ADF1_YEAST	ADF1 YCL058W-A
A6ZZR4	ASK1_YEAS7	ASK1 SCY_3324
P38872	ADY1_YEAST	PFS1 ADY1 YHR185C
P14724	CDC26_YEAST	CDC26 HIT3 SCD26 YFR036W
P32562	CDC5_YEAST	CDC5 MSD2 PKX2 YMR001C YM8270.03C
P13711	ACOX_YEAST	POX1 FOX1 YGL205W
P32453	ATP11_YEAST	ATP11 YNL315C N0357
P00890	CISY1_YEAST	CIT1 GLU3 LYS6 YNR001C N2019
P53630	BIOD_YEAST	BIO4 YNR057C N3506
P48562	CLA4_YEAST	CLA4 YNL298W N0450
P53865	CNM67_YEAST	CNM67 YNL225C N1264
A6ZW01	BBP1_YEAS7	BBP1 SCY_5478
E7NNK3	BBP1_YEASO	BBP1 FOSTERSO_4630
P47096	3HAO_YEAST	BNA1 HAD1 YJR025C J1550
Q02336	ADA2_YEAST	ADA2 YDR448W D9461.33
Q01802	AATM_YEAST	AAT1 YKL106W YKL461
Q02486	ABF2_YEAST	ABF2 HIM1 YMR072W YM9916.11
P35195	ECM15_YEAST	ECM15 YBL001C YBL0105
Q08949	DDC1_YEAST	DDC1 YPL194W
Q12497	FMP16_YEAST	FMP16 YDR070C
Q03071	ELOC_YEAST	ELC1 YPL046C
Q02908	ELP3_YEAST	ELP3 HPA1 TOT3 YPL086C
Q12099	FAL1_YEAST	FAL1 YDR021W PZC399 YD9335.07
P53971	FAP1_YEAST	FAP1 YNL023C N2812
C8ZGZ3	FOLE_YEAS8	MET7 EC1118_1O4_4687g
A6ZWD3	DBP1_YEAS7	DBP1 SCY_5610
P42837	FIG4_YEAST	FIG4 YNL325C N0330
B3LM17	DLT1_YEAS1	DLT1 SCRG_02016
C7GU92	DLT1_YEAS2	DLT1 C1Q_03998
P41813	FKH2_YEAST	FKH2 YNL068C N2403 YNL2403C
P38993	FET3_YEAST	FET3 YMR058W YM9796.11
P53743	ESF2_YEAST	ESF2 ABT1 YNR054C N3491
Q03096	EST3_YEAST	EST3 YIL009C-A
P42940	ETFB_YEAST	CIR1 YGR207C G7742
P39958	GDI1_YEAST	GDI1 SEC19 YER136W
P32614	FRDS_YEAST	FRD1 FRDS FRDS1 YEL047C SYGP-ORF35
P32791	FRE1_YEAST	FRE1 YLR214W L8167.2
P39722	GEM1_YEAST	GEM1 YAL048C
P11655	SEC12_YEAST	SEC12 SED2 YNR026C N3244
P07560	SEC4_YEAST	SEC4 SRO6 YFL005W
C8ZAU6	SDHL_YEAS8	SDL1 SDH1 EC1118_1I12_0012g
P47821	SSN8_YEAST	SSN8 GIG3 NUT9 SRB11 UME3 YNL025C N2805
P25357	SNT1_YEAST	SNT1 YCR033W YCR33W YCR592
Q12100	RTK1_YEAST	RTK1 YDL025C D2810
P39547	UIP3_YEAST	UIP3 YAR027W FUN55
Q08428	YOR53_YEAST	YOR053W O2799 YOR29-04
Q12531	YP015_YEAST	YPR015C LPZ14c
Q04003	SAS4_YEAST	SAS4 YDR181C YD9395.15C
Q02608	RT16_YEAST	MRPS16 YPL013C LPA4C
Q03722	YMC0_YEAST	YML020W
Q04502	YMI9_YEAST	YML089C
Q8TGQ9	YN103_YEAST	YNL103W-A
P0CX14	YRF13_YEAST	YRF1-3 YGR296W
Q3E751	YP119_YEAST	YPL119C-A
Q02606	YP014_YEAST	YPL014W
Q06523	YP148_YEAST	YPR148C
Q12179	YP245_YEAST	YPL245W
Q02767	VPS28_YEAST	VPS28 VPT28 YPL065W LPE5W
Q12483	SNF8_YEAST	SNF8 VPS22 YPL002C
A6ZV04	SNU71_YEAS7	SNU71 SCY_2237
P53324	SAY1_YEAST	SAY1 YGR263C
P46950	SNG1_YEAST	SNG1 YGR197C G7591
P43544	SNO3_YEAST	SNO3 YFL060C
P33202	UFD4_YEAST	UFD4 YKL010C YKL162
P39929	SNF7_YEAST	SNF7 DID1 VPS32 YLR025W
P0CX52	RS16B_YEAST	RPS16B YDL083C
P53340	YG62_YEAST	YGR291C
A0A023PYC6	YA16A_YEAST	YAL016C-A
P0CX88	YAN0_YEAST	YAR060C
P38841	YHT8_YEAST	YHR138C
A6ZQ59	URA8_YEAS7	URA8 SCY_3020
P0CL42	YI177_YEAST	YJL225W-A
A0A023PZK4	YI30A_YEAST	YIR030W-A
P33332	SEC3_YEAST	SEC3 PSL1 YER008C
P53064	RTF1_YEAST	RTF1 CSL3 YGL244W HRA458
P06701	SIR3_YEAST	SIR3 CMT1 MAR2 STE8 YLR442C L9753.10
P25349	YCP4_YEAST	YCP4 YCR004C YCR042 YCR4C
P25614	YCQ3_YEAST	YCR013C YCR13C
Q07535	YD118_YEAST	YDL118W
P38966	YD089_YEAST	YDR089W D4495 YD8554.22
Q99231	YD12B_YEAST	TY1B-DR3 YDRCTy1-2 POL YDR210C-D YD8142B.01
P40586	YIW2_YEAST	YIR042C
P47106	YJ08_YEAST	YJR038C J1612
Q3E763	YD246_YEAST	YDR246W-A smORF127
P48569	YD183_YEAST	YDL183C D1293
P87281	YD269_YEAST	YDR269C
P47115	YJ26_YEAST	YJR056C J1710
P0C5P1	YJ27A_YEAST	YJL127W-A YJL127W-B
Q3E837	YJ052_YEAST	YJL052C-A
P87271	YD455_YEAST	YDR455C
P47157	YJ90_YEAST	YJR120W J2039
Q3E7B7	YD85C_YEAST	YDL085C-A
P0CL24	YJL2B_YEAST	YJL222W-B
A6ZT19	UBA4_YEAS7	UBA4 NCS3 SCY_2503
P39542	YJT3_YEAST	YJL193W J0349
Q8TGN0	YK156_YEAST	YKL156C-A
Q3E7A0	YK106_YEAST	YKL106C-A
Q03904	YDR33_YEAST	YDR133C
Q12426	YDR10_YEAST	YDR010C PZE110
P52491	UBC12_YEAST	UBC12 YLR306W L2142.3
Q86ZR7	YKD3A_YEAST	YKL033W-A
P34251	YKK7_YEAST	YKL107W YKL462
A0A023PXJ7	YE107_YEAST	YER107W-A
P32630	UTR5_YEAST	UTR5 YEL035C SYGP-ORF27
P0CX72	YL12A_YEAST	TY1A-LR2 YLRCTy1-2 GAG YLR157C-A L9632.7
O13573	YL252_YEAST	YLR252W
O13550	YL269_YEAST	YLR269C
Q7LIF2	YL365_YEAST	YLR365W L8039.8
Q06689	YL413_YEAST	YLR413W
O13556	YL462_YEAST	YLR462W
Q06204	YL446_YEAST	YLR446W
Q04210	YET2_YEAST	YET2 YMR040W YM9532.05
Q3E755	YB200_YEAST	YBR200W-A
P53274	YG36_YEAST	YGR126W G6365
Q3E830	YC075_YEAST	YCR075W-A
P38763	YHI2_YEAST	YHR022C
P38834	YHT0_YEAST	YHR130C
P38829	YHS2_YEAST	YHR122W
Q03885	YI017_YEAST	YIR017W-A
Q8TGN5	YI105_YEAST	YIL105W-A
Q12229	UBX3_YEAST	UBX3 YDL091C
P54730	UBX4_YEAST	UBX4 YMR067C YM9916.06C
P23202	URE2_YEAST	URE2 YNL229C N1165
Q06672	TSR2_YEAST	TSR2 YLR435W
Q04964	SML1_YEAST	SML1 YML058W YM9958.04
P40063	RT105_YEAST	RTT105 YER104W
Q12136	SAS10_YEAST	SAS10 UTP3 YDL153C D1545
P54860	UFD2_YEAST	UFD2 YDL190C D1255
P36137	UIP5_YEAST	UIP5 YKR044W
P38067	UGA2_YEAST	UGA2 UGA5 YBR006W YBR0112
Q3E7B6	VA0E_YEAST	VMA9 CWH36 LDB10 YCL005W-A
P0CD98	YLL53_YEAST	YLL053C L0587
Q6B108	YM116_YEAST	YML116W-A YML117W-A
C8ZET7	YM084_YEAS8	EC1118_1M3_2520g
A2P2R3	YM084_YEAST	YMR084W
Q04223	YM14_YEAST	YMR130W YM9553.06
Q04526	YMI3_YEAST	YML083C
P53837	YN16_YEAST	YNL276C N0621
P53975	YNB9_YEAST	YNL019C N2827
P40169	YNT4_YEAST	YNL194C N1394
A6ZPL5	YO387_YEAS7	SCY_5430
Q08789	YO333_YEAST	YOR333C O6244
Q12506	YO314_YEAST	YOR314W 06123
Q08620	YO200_YEAST	YOR200W O4824
Q99318	YO318_YEAST	YOR318C 06139
Q12484	YO343_YEAST	YOR343C O6287
Q8TGK9	YP135_YEAST	YPL135C-A
Q08976	YP261_YEAST	YPL261C P0386
P0CX73	YP11A_YEAST	TY1A-PL YPLWTy1-1 GAG YPL257W-A P0725
Q02754	YP067_YEAST	YPL067C
P0C5R5	YP016_YEAST	YPR016W-A
P38298	YPC1_YEAST	YPC1 YBR183W YBR1305
C7GX93	VPS10_YEAS2	PEP1 VPS10 VPT1 C1Q_05135
O13567	YP126_YEAST	YPR126C P9642.2B
Q02864	YP071_YEAST	YPL071C
B3LNF5	VPS10_YEAS1	PEP1 VPS10 VPT1 SCRG_02979
P21576	VPS1_YEAST	VPS1 LAM1 SPO15 YKR001C
P32319	VPS10_YEAST	PEP1 VPS10 VPT1 YBL017C YBL03.22 YBL0302
Q92331	VPS5_YEAST	VPS5 GRD2 PEP10 VPT5 YOR069W YOR29-20
P47161	VPS70_YEAST	VPS70 YJR126C J2050
Q06594	YP195_YEAST	YPR195C P9677.14
Q9ZZW2	Q0144_YEAST	Q0144
P14120	RL30_YEAST	RPL30 RPL32 YGL030W
P53721	RCF2_YEAST	RCF2 AIM38 YNR018W N3185
Q03713	RCF1_YEAST	RCF1 AIM31 YML030W
P36520	RM10_YEAST	MRPL10 MRPL18 YNL284C N0580
P53140	RMD9_YEAST	RMD9 YGL107C G3075
C8ZCV7	SDC25_YEAS8	SDC25 SCD25 EC1118_1L10_0518g
P0CF23	SDH1_YEASX	SDL1 SDH1
P53969	SAM50_YEAST	SAM50 TOB55 YNL026W N2802
A0A023PYI2	YI142_YEAST	YIL142C-A
P41834	UFE1_YEAST	UFE1 YOR075W YOR29-26
P0C5P2	YK100_YEAST	YKL100W-A
P36119	YK03_YEAST	YKR023W
P35725	YKG3_YEAST	YKL063C YKL327
P34248	YKK0_YEAST	YKL100C YKL450
P52492	UBC11_YEAST	UBC11 YOR339C O6268
P36073	YKL5_YEAST	YKL115C
P0C0V2	YE18A_YEAST	YER188C-A
P36058	YKP3_YEAST	YKL153W YKL608
Q07986	YL036_YEAST	YLR036C
Q02209	YKZ1_YEAST	YKR011C YK110
Q12088	YL11B_YEAST	TY1B-LR1 YLRCTy1-1 POL YLR035C-A L1807
Q06267	YL184_YEAST	YLR184W L9470.7
O13564	YL428_YEAST	YLR428C
O13578	YL415_YEAST	YLR415C
P39978	YEH7_YEAST	YEL067C
P0CX61	YF21A_YEAST	TY2A-F YFLWTy2-1 GAG YFL002W-B F006
A0A023PXH5	YB26B_YEAST	YBR126W-B
Q8TGU6	YB182_YEAST	YBR182C-A
I2HB52	YB56A_YEAST	YBR056W-A
P38322	YB76_YEAST	YBR226C YBR1523
P38209	YBB2_YEAST	YBL012C YBL0314
B5VI70	YFL5_YEAS6	AWRI1631_61110
Q8TGP0	YG063_YEAST	YGL063C-A
A0A023PXH4	YA026_YEAST	YAL026C-A
P53213	YG1E_YEAST	YGR022C
Q12316	YG13B_YEAST	TY1B-GR3 YGRCTy1-3 POL YGR161C-D G7025
P53269	YG31_YEAST	YGR115C G6166
Q96VH1	YC018_YEAST	YCR018C-A
P43593	UBP6_YEAST	UBP6 YFR010W
P38799	YHN8_YEAST	YHR078W
P38864	YHX3_YEAST	YHR173C
P0CF21	YI168_YEAST	YIL168W YI9402.08A
P25654	YCY0_YEAST	YCR090C YCR1104 YCR90C
Q12082	YD157_YEAST	YDL157C D1533
P53250	TWF1_YEAST	TWF1 YGR080W
P47028	YJI6_YEAST	YJL086C J0930
P47003	YJP2_YEAST	YJL152W J0628
P36155	YK55_YEAST	YKR075C
B5VMJ0	UTH1_YEAS6	UTH1 AWRI1631_112650
P36158	YK58_YEAST	YKR078W
Q2V2P3	YK023_YEAST	YKL023C-A
P36153	YK53_YEAST	YKR073C
Q04597	YDR14_YEAST	YDR114C
A0A023PZF2	YE009_YEAST	YEL009C-A
P0C5M6	YE020_YEAST	YEL020C-B smORF171
P36074	YKL1_YEAST	YKL111C
A0A023PZB8	YE079_YEAST	YER079C-A
A6ZZY2	YKR18_YEAS7	SCY_3392
P0CX95	YE07A_YEAST	YEL077W-A
P40498	UTP25_YEAST	UTP25 YIL091C
P36111	YKZ5_YEAST	YKR015C
P40104	YE19_YEAST	YER189W
P42936	YG4D_YEAST	YGR201C G7727
P53278	YG3A_YEAST	YGR130C
P53321	YG5G_YEAST	YGR259C
P22803	TRX2_YEAST	TRX2 TRX1 YGR209C G7746
O13534	YH1A_YEAST	YHR214W-A
P53071	YGY5_YEAST	YGL235W
Q6Q5P6	YH41A_YEAST	TY4A-H YHLWTy4-1 GAG YHL009W-A YHL008W-B
P0C5N8	YH80A_YEAST	YHR180W-A smORF288
A0A023PZE4	YH165_YEAST	YHR165W-A
P38223	YBO2_YEAST	YBR032W YBR0317
P40543	YIC4_YEAST	YIL024C
Q06263	VTA1_YEAST	VTA1 YLR181C
Q08419	YOR50_YEAST	YOR050C O2790 YOR29-01
P0C5S1	YP60A_YEAST	YPR160W-A
E7Q587	SEC11_YEASB	SEC11 FOSTERSB_2397
P12954	SRS2_YEAST	SRS2 HPR5 RADH YJL092W J0913
P38255	RXT2_YEAST	RXT2 RAF60 YBR095C YBR0822
P0C5E1	YP059_YEAST	YPR059C
P0CX58	YP12A_YEAST	TY1A-PR1 YPRCTy1-2 GAG YPR137C-A P9659.6d
P20107	ZRC1_YEAST	ZRC1 YMR243C YM9408.05C
P22219	VPS15_YEAST	VPS15 GRD8 VAC4 VPL19 YBR097W YBR0825
P20795	VPS33_YEAST	VPS33 SLP1 VAM5 YLR396C L8084.15
P24867	PCL1_YEAST	PCL1 HCS26 YNL289W N0536
P53117	RRT6_YEAST	RRT6 YGL146C
Q07829	RRT7_YEAST	RRT7 YLL030C L0932
P32611	RML2_YEAST	RML2 YEL050C SYGP-ORF37
P40561	SGN1_YEAST	SGN1 RBP29 YIR001C YIB1C
A6ZZ54	STP1_YEAS7	STP1 SCY_1343
Q04083	THI74_YEAST	THI74 YDR438W
P23201	SPA2_YEAST	SPA2 PEA1 YLL021W L1209
P35202	THI80_YEAST	THI80 YOR143C YOR3373C
P39007	STT3_YEAST	STT3 YGL022W
Q04487	SHH3_YEAST	SHH3 YMR118C YM9718.17C
C8ZIQ5	SPC29_YEAS8	SPC29 LPH3 NIP29 EC1118_1P2_1717g
P51534	SHE4_YEAST	SHE4 YOR035C OR26.26
P50078	TOS2_YEAST	TOS2 YGR221C G8523
C7GVQ9	SHU2_YEAS2	SHU2 C1Q_04575
E7KLI6	SHU2_YEASL	SHU2 QA23_0811
P14359	SNA3_YEAST	SNA3 YJL151C J0630
B3LH81	TRMB_YEAS1	TRM8 SCRG_00691
P36167	SRL3_YEAST	SRL3 YKR091W YKR411
Q07928	GAT3_YEAST	GAT3 YLR013W
B5VSZ6	GPI3_YEAS6	SPT14 AWRI1631_160910
Q04082	GPI19_YEAST	GPI19 YDR437W D9461.23
Q12171	MDM32_YEAST	MDM32 YOR147W O3521
Q99181	HSH49_YEAST	HSH49 YOR319W O6142
P10592	HSP72_YEAST	SSA2 YLL024C L0931
P38284	ICS2_YEAST	ICS2 YBR157C YBR1207
A6ZRZ0	NST1_YEAS7	NST1 SCY_4701
P39923	NPR2_YEAST	NPR2 YEL062W
P32903	PMP1_YEAST	PMP1 YCR024C-A YCR24C-A
Q08237	REXO4_YEAST	REX4 YOL080C
P46675	STU2_YEAST	STU2 YLR045C L2108
C7GKW5	SHO1_YEAS2	SHO1 SSU81 C1Q_00869
P0CX31	RS24A_YEAST	RPS24A RPS24EA YER074W
O13516	RS9A_YEAST	RPS9A RPS13A YS11A YPL081W
P53541	SPO1_YEAST	SPO1 YNL012W N2858
P17123	SPO12_YEAST	SPO12 YHR152W
P23179	SPO11_YEAST	SPO11 YHL022C
Q06160	SPH1_YEAST	SPH1 YLR313C
C7GLH7	RSB1_YEAS2	RSB1 C1Q_01055
P48231	TCB2_YEAST	TCB2 YNL087W N2250
P50875	SPT20_YEAST	SPT20 ADA5 YOL148C
P38758	TDA3_YEAST	TDA3 BTN3 YHR009C
E7QJS8	TDA7_YEASZ	TDA7 VL3_4038
E7QDX3	TDA2_YEASZ	TDA2 VL3_1343
C8ZCJ2	SA190_YEAS8	SAP190 EC1118_1K5_2872g
Q12038	SRO7_YEAST	SRO7 SNI1 SOP1 YPR032W YP9367.12
P32583	SRP40_YEAST	SRP40 YKR092C YKR412A
Q04053	SNX41_YEAST	SNX41 YDR425W
E7KDY6	SEC11_YEASA	SEC11 AWRI796_2433
P40479	SDP1_YEAST	SDP1 YIL113W
P53732	RT12_YEAST	MRPS12 YNR036C N3298
Q8TGJ8	YJ026_YEAST	YJL026C-A
Q3E6R5	YD381_YEAST	YDR381C-A
Q3E737	YJ047_YEAST	YJL047C-A
P87282	YD271_YEAST	YDR271C
Q8TGR6	YD24A_YEAST	YDR524C-A YDR524C-C
P0CX74	YJ11A_YEAST	TY1A-JR1 YJRWTy1-1 GAG YJR026W J1555
Q8TGT3	YJ77B_YEAST	YJL077W-B
Q12472	YD21B_YEAST	TY2B-DR1 YDRCTy2-1 POL YDR034C-D YD9673.05c
P47062	YJC8_YEAST	YJL028W J1267
P25561	YCC1_YEAST	YCL021W YCL21W
A0A023PYD3	YD94W_YEAST	YDR094W
P47072	YJB6_YEAST	YJL016W J1320 J1326 YJL017W
P38820	UBA4_YEAST	UBA4 NCS3 YHR111W
P47091	YJY8_YEAST	YJR018W J1454 YJR83.14
P36135	UTH1_YEAST	UTH1 YKR042W
Q05946	UTP13_YEAST	UTP13 YLR222C
Q02931	UTP17_YEAST	NAN1 UTP17 YPL126W
A0A023PZH1	YE165_YEAST	YER165C-A
P0C5M8	YE090_YEAST	YER090C-A
A0A023PYE4	YE067_YEAST	YER067C-A
A0A023PYF7	YE172_YEAST	YER172C-A
Q12177	YL056_YEAST	YLL056C L0575
Q02159	UBC7_YEAST	UBC7 QRI8 YMR022W YM9711.12
P15732	UBC5_YEAST	UBC5 YDR059C D4234 YD9609.13C
Q12288	YL126_YEAST	YLR126C L3105
P0CY05	YL159_YEAST	YLR159C-A
P0C5P6	YL163_YEAST	YLR163W-A
P0C5P7	YL222_YEAST	YLR222C-A smORF499
P54072	YL152_YEAST	YLR152C L9634.9
P39972	YEI5_YEAST	YEL075C
P34225	YEL1_YEAST	YEL1 YBL060W YBL0507 YBL0517
P40076	YEV1_YEAST	YER121W
Q8TGQ6	YB06A_YEAST	YBL006W-A
Q3E7Y4	YB112_YEAST	YBL112C
P38317	YB69_YEAST	YBR219C YBR1509
Q03186	YFL12_YEAST	YFL012W-A
P53209	YG1A_YEAST	YGR016W
P53222	YG1O_YEAST	YGR035C
Q8TGT8	YG174_YEAST	YGR174W-A
P0CX64	YG22B_YEAST	TY2B-GR2 YGRWTy2-2 POL YGR161W-B G7017
P53234	YG21_YEAST	YGR053C
P53211	YG1C_YEAST	YGR018C
P53161	YGH2_YEAST	YGL072C
P38900	YH19_YEAST	YHR219W
A0A023PXF5	YH218_YEAST	YHR218W-A
P0CL34	YH219_YEAST	YHR219C-A
P38315	YBP1_YEAST	YBP1 YBR216C YBR1505
P38240	YBR4_YEAST	YBR064W YBR0612
P38235	YBQ3_YEAST	YBR053C YBR0506
P37263	YC16_YEAST	YCR087C-A YCRX16C
P38722	YHE9_YEAST	YHL049C
P38256	YBU6_YEAST	YBR096W YBR0824
P34241	URB1_YEAST	URB1 NPA1 YKL014C
P38809	YHP7_YEAST	YHR097C
P25577	YCE9_YEAST	YCL049C YCL49C
Q99219	YI31A_YEAST	TY3A-I YILWTy3-1 GAG YIL082W
P39076	TCPB_YEAST	CCT2 BIN3 TCP2 YIL142W
P32573	SPS19_YEAST	SPS19 SPX19 YNL202W N1362
P13856	RSR1_YEAST	RSR1 BUD1 YGR152C G6658
C8ZAS4	SEC11_YEAS8	SEC11 EC1118_1I12_2344g
P40537	ULP2_YEAST	ULP2 SMT4 YIL031W
P0C5Q4	YM141_YEAST	YMR141W-A smORF532
Q03823	YM35_YEAST	YMR160W YM8520.09
Q6B0X1	YM135_YEAST	YMR135W-A
Q04215	YM13A_YEAST	TY1A-MR1 YMRCTy1-3 GAG YMR046C YM9532.11C
Q03703	YMD7_YEAST	YML037C
P0CF18	YM085_YEAST	YMR085W
Q04838	YM88_YEAST	YMR254C YM9920.08C
P32843	YME2_YEAST	YME2 PRP12 RNA12 YMR302C YM9952.04C
Q12391	YN11A_YEAST	TY1A-NL1 YNLCTy1-1 GAG YNL284C-A N0569
P53980	YNB1_YEAST	YNL011C N2862
Q3E767	YN67B_YEAST	YNL067W-B YNL067W-A
P38806	YNG2_YEAST	YNG2 EAF4 NBN1 YHR090C
P53864	YNW6_YEAST	YNL226W N1259
P53926	YNL4_YEAST	YNL114C N1934
Q12169	YO015_YEAST	YOR015W O2618 OR26.05 YOL303.5
Q8TGJ1	YO16A_YEAST	YOL166W-A
P0C5R4	YO83A_YEAST	YOL083C-A
P0CL40	YOR96_YEAST	YOR396C-A
O13587	YP096_YEAST	YPR096C P9513.17C
Q12414	YP11B_YEAST	TY1B-PL YPLWTy1-1 POL YPL257W-B P0729
Q08990	YP278_YEAST	YPL278C
C7GT60	RCF1_YEAS2	RCF1 AIM31 C1Q_03587
A6ZRL6	SQS1_YEAS7	SQS1 SCY_4577
P26786	RS7A_YEAST	RPS7A RPS30 YOR096W YOR3177W
P38838	WSS1_YEAST	WSS1 YHR134W
B3LS52	YR039_YEAS1	SCRG_04509
A0A023PZG9	YM047_YEAST	YML047W-A
P40517	YRB2_YEAST	YRB2 YIL063C
Q99337	YN12B_YEAST	TY1B-NL2 YNLWTy1-2 POL YNL054W-B N2453
Q12340	YRM1_YEAST	YRM1 YOR172W O3620
P40009	YND1_YEAST	YND1 YER005W
Q12470	YN12A_YEAST	TY1A-NL2 YNLWTy1-2 GAG YNL054W-A N2447
P53960	YNE0_YEAST	YNL040W N2679
Q12322	YO114_YEAST	YOL114C HRE202
P34161	YOX1_YEAST	YOX1 YML027W
O13566	YP123_YEAST	YPR123C P9642.4B
Q03390	VPS60_YEAST	VPS60 CHM5 MOS10 YDR486C
